"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","Group","RapidStatus","BinLabel","BinPath","RapidScore","RelLBMCat","AbsLBMCat","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelUBMCat","AbsUBMCat","RelAbdCat","AbsAbdCat","IntStatusRaw","IntStatus","IntStatusRaw_Short","IntStatus_Short","ConfidenceRating5","ConfidenceRating3","ConfidenceRating2","IntStatus5","IntStatus3","IntStatus2"
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2000,800.938716788491,800.938716788491,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2001,2296.239627567,2296.239627567,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2002,1697.15038577562,1697.15038577562,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2003,1626.03060848564,1626.03060848564,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2004,899.992636407258,899.992636407258,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2005,447.176073554059,447.176073554059,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2006,549.511845878503,549.511845878503,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2007,349.319797785464,349.319797785464,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2008,678,678,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2009,588,588,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2010,1767,1767,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2011,449,449,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2012,443,443,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RedAmber","Red","RA","R",NA,NA,NA,"RedAmber","Red","Red"
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2013,916,916,NA,NA,90,-48.4618,76.9667,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2014,851,851,NA,NA,96,-51.2772,80.8667,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2015,908,908,NA,NA,84,-48.4179,78.1,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2016,277,277,NA,NA,81,-46.6605,75.6333,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2017,935,935,NA,NA,93,-17.8467,42.8,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Amber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2018,750,750,NA,NA,89,20.0199,13.3667,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-14","Chinook","South Thompson_SU_1.3","Rel_Idx",2019,807,807,NA,NA,88,51.5009,4.4667,NA,NA,NA,2,"CK-Fraser_Thompson","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",1999,107,107,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2000,60,60,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2001,109,109,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2002,35,35,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2003,150,150,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2004,238,238,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2006,165,165,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2007,20,20,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2008,150,150,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2009,81,81,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2010,55,55,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2011,70,70,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2012,97,97,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","DD","DD","DD",NA,NA,NA,"DD","DD","DD"
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2018,101,101,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-82","Chinook","Upper Adams River_SU_x.x","Rel_Idx",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Thompson","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",1995,37223.0403229035,37223.0403229035,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",1996,21778.5538971604,21778.5538971604,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",1997,24089.6789498323,24089.6789498323,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",1998,23529.6153347418,23529.6153347418,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",1999,13943.8261698263,13943.8261698263,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2000,16198,16198,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2001,21208.9244327375,21208.9244327375,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2002,30682.9093366729,30682.9093366729,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2003,37675,37675,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2004,25520.3401660147,25520.3401660147,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2005,15691.4244189875,15691.4244189875,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2006,16505,16505,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2007,8153.7655926111,8153.7655926111,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2008,11849.0826045153,11849.0826045153,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK-Fraser_Mid_Upper","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2009,23738.0282684044,23738.0282684044,NA,NA,71,-44.6084,80.7333,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2010,10294.1207489359,10294.1207489359,NA,NA,68,-43.9018,81.8667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2011,8227.91341897572,8227.91341897572,NA,NA,62,-55.3883,92.4667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2012,7858.70661732758,7858.70661732758,NA,NA,64,-61.4948,96.1667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,"Red","Red","R","R","Moderate","Moderate","High","Red","Red","Red"
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2013,13228.7910978086,13228.7910978086,NA,NA,67,-58.1097,94.0667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2014,22731.7367182394,22731.7367182394,NA,NA,65,-53.5333,89.9667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2015,17391.2006045909,17391.2006045909,NA,NA,73,-53.2824,88.7667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2016,12741.5008372469,12741.5008372469,NA,NA,81,-51.0467,87,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2017,6825.71017424538,6825.71017424538,NA,NA,82,-52.6221,87.9667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Amber","Node65"," Data Type is RelIdx OR AbsLBM >= 1.5, then Data Type is RelIdx OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend >= 79, then PercChange >= -70, then LongTrend < 233",3,NA,NA,"Green","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low","Low","Moderate",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2018,7406.65429054263,7406.65429054263,NA,NA,75,-43.7932,77.4667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-12","Chinook","Upper Fraser River_SP_1.3","Rel_Idx",2019,1987.48209813357,1987.48209813357,NA,NA,50,-59.9924,90.6667,NA,NA,NA,2,"CK-Fraser_Mid_Upper","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Red","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA
"CK-32","Chinook","West Vancouver Island-Nootka & Kyuquot_FA_0.x","Abs_Abd",1995,1375,1375,NA,NA,NA,NA,NA,NA,NA,NA,0,"CK_WCVI","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
