Species,Species_Short,CU_ID,CU_Name,Stock_Report,DU_ID,CU_ID_Alt1,CU_ID_Alt2_CULookup,CU_ID_Report,CU_Name_Alt1,CU_Name_Alt2,CU_Acro,latitude,long,FAZ,MAZ,JAZ,Region,Area,RunTiming,LifeHistory,Group,SMU,DataQualkIdx,AbdMetric,AbsAbdMetric,ShortTrendMetric,LongTrendMetric,PercentileMetric,Avg_Gen,Cyclic,Cyc_Dom,Cyc_Dom_Year,TrendNumGen,TrendExtraYears,TrendLog,TrendSmooth,AvgType,AvgSmooth,AvgRecentExcl,LongTrendMinYears,RelAbd_AvgData,RelAbd_LBM,RelAbd_UBM,AbsAbd_LBM,AbsAbd_UBM,LongTrend_LBM,LongTrend_UBM,PercChange_LBM,PercChange_UBM,ProbDeclBelowLBM_LBM,ProbDeclBelowLBM_UBM,Trends_StartYr,Abd_StartYr
Sockeye,Sk,CU_2,Kamloops_ES,Kamloops_ES,,SEL-10-001,SEL-10-01,CU-2,,,ES_Kaml,50.731927,-120.602129,NTh,GStr,NTh+GStr,Fraser,Fraser_Thompson_Lower,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,4958,17838,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_20,Shuswap_ES,Shuswap_ES,,,SEL-09-02,CU-20,,,ES_Shu,,,,,,Fraser,,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,4,1950,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_21,Takla_Trem_S_S,Takla_Trem_S_S,,SEL-06-013,SEL-06-13,CU-21,,,S_TakTremStu,,,,,,Fraser,,Summer,Lake,SK-Fraser_Sum,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,3,1953,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1954,1953
Sockeye,Sk,CU_22,Quesnel_S,Quesnel_S,,,SEL-06-10,CU-22,,,S_Ques,,,,,,Fraser,,Summer,Lake,SK-Fraser_Sum,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,3,1953,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_23,Shuswap_L,Shuswap_L,,,SEL-09-03,CU-23,,,L_Shu,,,,,,Fraser,,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,4,1950,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_3,Nadina_Francois_ES,Nadina_Francois_ES,,,SEL-06-20,CU-3,,,ES_NadFran,54.025274,-125.690174,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,21694,68273,1000,10000,0.5,0.75,-25,-15,NA,NA,1973,1973
Sockeye,Sk,CU_4,North_Barriere_ES,North_Barriere_ES,,,SEL-10-03,CU-4,,,ES_Nbarr,51.330911,-119.853905,NTh,GStr,NTh+GStr,Fraser,Fraser_Thompson,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,640,5097,1000,10000,0.5,0.75,-25,-15,NA,NA,1967,1950
Sockeye,Sk,CU_5,Pitt_ES,Pitt_ES,,,SEL-03-05,CU-5,,,ES_Pitt,49.428248,-122.541373,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,Early Summer,Lake,SK-Fraser_Esum,SK-Fraser_EarlySummer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,6240,20333,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_6,Chilko_S_ES,Chilko_S_ES,,,SEL-06-03/SEL-06-02,CU-6,,,S_Chilko,51.325983,-124.095829,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,Summer,Lake,SK-Fraser_Sum,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,72471,379321,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_6b,Chilko_ES,Chilko_ES,,,SEL-06-02,CU-6b,,,ES_Chilko,51.325983,-124.095829,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,Early Summer,Lake,SK-Fraser_Sum,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_7,Fran_Fras_S,Fran_Fras_S,,SEL-06-007,SEL-06-07,CU-7,,,S_FranFras,54.074324,-124.767103,MFR,GStr,MFR+GStr,Fraser,Fraser_Mid,Summer,Lake,SK-Fraser_Sum,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,24256,122612,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,CU_8,Cultus_L,Cultus_L,,,SEL-03-02,CU-8,,,L_Cult,49.061475,-121.983312,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,Late,Lake,SK-Fraser_Lat,SK-Fraser_Late,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,14634,30642,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1948
Sockeye,Sk,CU_9,Harrison_R,Harrison_R,,,SER-03,CU-9,,,RT_HarrR,49.286905,-121.899221,LFR,GStr,LFR+GStr,Fraser,Fraser_Lower,NA,River,SK-Fraser_RT,SK-Fraser_Summer,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,38928,122165,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1990
Chum,Cm,CM_02,Lower Fraser Chum,Lower Fraser Chum,,,CM-02,CM-02,,,LowerFraser,49.23131328,-122.1198848,,,,Fraser,,,,CM-Fraser_Lower,CM-Fraser,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,2002,2002
Pink,Pk,PKO_01,Fraser Pink,Fraser Pink,,,PKO-01,PKO-01,,,Fraser,50.12533738,-121.7436169,,,,Fraser,,,,PK_Fraser,PK_Fraser,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,1,FALSE,1,NA,10,0,TRUE,TRUE,geomean,TRUE,FALSE,10,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1993,1993
Chum,Cm,CM-08,Southern Coastal Streams,Southern Coastal Streams,,,CM-08,CM-08,,,SthCoastStr,51.0557313,-126.558102,SC,SFj,SC+SFj,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-05,Northeast Vancouver Island,Northeast Vancouver Island,,,CM-05,CM-05,,,NEVI,50.3493188,-126.58448,EVI,SFj,EVI+SFj,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-09,Upper Knight,Upper Knight,,,CM-09,CM-09,,,UpKnight,51.5486748,-125.4979637,SC:HK,SFj,SC+SFj:HK+SFj,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-06,Loughborough,Loughborough,,,CM-06,CM-06,,,LoughB,50.6010284,-125.5271282,SC,SFj,SC+SFj,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-07,Bute Inlet,Bute Inlet,,,CM-07,CM-07,,,ButeInl,51.2169927,-124.6851601,HK:SC,SFj,HK+SFj:SC+SFj,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-04,Georgia Strait,Georgia Strait,,,CM-04,CM-04,,,GeorgiaStr,49.6865249,-124.3182515,SC:EVI:WVI:BB,GStr:WVI,SC+GStr:EVI+GStr:WVI+WVI:BB+GStr,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Chum,Cm,CM-03,Howe Sound-Burrard Inlet,Howe Sound-Burrard Inlet,,,CM-03,CM-03,,,HoweSdBurrInl,49.906861,-123.2783192,SC,GStr,SC+GStr,Inner_South_Coast,,,,CM-SC_Inside,,Abs_Abd,FALSE,FALSE,TRUE,TRUE,FALSE,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1953,1953
Sockeye,Sk,SkeenaNass_1,Lower Nass Sea & River Type,,,,,SkeenaNass-1,,,LNassSRT,,,Nass,,,Nass,Nass,1,River & Sea,SK-Nass SRT,SK_Nass,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,18270.14782,35287.55852,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_2,Meziadin,,,,,SkeenaNass-2,,,Meziadin,,,Upper Nass,,,Nass,Nass,2,Lake,SK-U Nass LT,SK_Nass,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,32712.96857,124460.3098,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_3,Bowser,,,,,SkeenaNass-3,,,Bowser,,,Upper Nass,,,Nass,Nass,4,Lake,SK-U Nass LT,SK_Nass,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_4,Oweegee,,,,,SkeenaNass-4,,,Oweege,,,Upper Nass,,,Nass,Nass,4,Lake,SK-U Nass LT,SK_Nass,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_5,Kwinageese,,,,,SkeenaNass-5,,,Kwinag,,,Upper Nass,,,Nass,Nass,2,Lake,SK-U Nass LT,SK_Nass,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,1898.527078,6066.310516,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_5b,Fred Wright,,,,,SkeenaNass-5b,,,FredWr,,,Upper Nass,,,Nass,Nass,2,Lake,SK-U Nass LT,SK_Nass,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,1898.527078,6066.310516,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_6,Damdochax,,,,,SkeenaNass-6,,,Damdoch,,,Upper Nass,,,Nass,Nass,2,Lake,SK-U Nass LT,SK_Nass,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,870.5606624,3553.506334,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_7,Upper Nass River Type,,,,,SkeenaNass-7,,,UNassRT,,,Nass,,,Nass,Nass,4,River,SK-Nass RT,SK_Nass,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_8,Johnston,,,,,SkeenaNass-8,,,Johnston,,,Lower Skeena,,,Skeena,Skeena,3,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,1003.669616,2379.502115,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_9,Ecstall,,,,,SkeenaNass-9,,,Ecstall,,,Lower Skeena,,,Skeena,Skeena,NA,Lake,SK-L Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_10,Alastair,,,,,SkeenaNass-10,,,Alastair,,,Lower Skeena,,,Skeena,Skeena,2,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,3324.340758,9247.50894,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_11,Lakelse,,,,,SkeenaNass-11,,,Lakelse,,,Lower Skeena,,,Skeena,Skeena,1,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,3959.512779,7160.631917,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_12,Kitsumkalum,,,,,SkeenaNass-12,,,Kitsumk,,,Lower Skeena,,,Skeena,Skeena,4,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,3241.377951,11698.89861,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_13,Mcdonell,,,,,SkeenaNass-13,,,Mcdonell,,,Lower Skeena,,,Skeena,Skeena,1,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,495.9112771,1748.121843,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_13b,Aldrich,,,,,SkeenaNass_13b,,,Aldrich,,,Lower Skeena,,,Skeena,Skeena,1,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,495.9112771,1748.121843,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_13c,Dennis,,,,,SkeenaNass_13c,,,Dennis,,,Lower Skeena,,,Skeena,Skeena,1,Lake,SK-L Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,495.9112771,1748.121843,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_14,Kitwanga,,,,,SkeenaNass-14,,,Kitwanga,,,Middle Skeena,,,Skeena,Skeena,4,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,2957.482922,4763.567835,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_15,Bulkley,,,,,SkeenaNass-15,,,Bulkley,,,Middle Skeena,,,Skeena,Skeena,NA,Lake,SK-M Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_15b,Maxan,,,,,SkeenaNass_15b,,,Maxan,,,Middle Skeena,,,Skeena,Skeena,NA,Lake,SK-M Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_16,Morice,,,,,SkeenaNass-16,,,Morice,,,Middle Skeena,,,Skeena,Skeena,2,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,2151.759893,8318.033138,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_16b,Atna,,,,,SkeenaNass_16b,,,Atna,,,Middle Skeena,,,Skeena,Skeena,NA,Lake,SK-M Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_17,Stephens,,,,,SkeenaNass-17,,,Steph,,,Middle Skeena,,,Skeena,Skeena,2,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,11191.39127,16747.43737,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_17b,Swan,,,,,SkeenaNass_17b,,,Swan,,,Middle Skeena,,,Skeena,Skeena,2,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,11191.39127,16747.43737,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_17c,Club,,,,,SkeenaNass_17c,,,Club,,,Middle Skeena,,,Skeena,Skeena,2,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,11191.39127,16747.43737,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_18,Babine Early Wild,,,,,SkeenaNass-18,,,Bab-EW,,,Middle Skeena,,,Skeena,Skeena,3,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,17981.8672,34350.27053,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_19,Babine Late Wild,,,,,SkeenaNass-19,,,Bab-LW,,,Middle Skeena,,,Skeena,Skeena,5,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,92775.2531,196143.592,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_20,Babine Mid Wild,,,,,SkeenaNass-20,,,Bab-MW,,,Middle Skeena,,,Skeena,Skeena,4,Lake,SK-M Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,4820.039908,13796.45808,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_23,Sicintine,,,,,SkeenaNass-23,,,Sicintine,,,Upper Skeena,,,Skeena,Skeena,NA,Lake,SK-U Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_24,Slamgeesh,,,,,SkeenaNass-24,,,Slamg,,,Upper Skeena,,,Skeena,Skeena,4,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,87.09173976,212.9931299,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_24b,Damshilgwit,,,,,SkeenaNass_24b,,,Damshil,,,Upper Skeena,,,Skeena,Skeena,4,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_25,Motase,,,,,SkeenaNass-25,,,Motase,,,Upper Skeena,,,Skeena,Skeena,4,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,162.6688581,406.2994468,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_26,Bear,,,,,SkeenaNass-26,,,Bear,,,Upper Skeena,,,Skeena,Skeena,4,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,655.6894309,3591.690472,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_26b,Azuklotz,,,,,SkeenaNass-26b,,,Azukl,,,Upper Skeena,,,Skeena,Skeena,4,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_27,Asitka,,,,,SkeenaNass-27,,,Asitka,,,Upper Skeena,,,Skeena,Skeena,NA,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,366.4374252,670.7855111,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_28,Sustut,,,,,SkeenaNass-28,,,Sustut,,,Upper Skeena,,,Skeena,Skeena,3,Lake,SK-U Skeena LT,SK-Skeena,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,86.09421629,613.6698147,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_28b,Johansen,,,,,SkeenaNass-28b,,,Johan,,,Upper Skeena,,,Skeena,Skeena,3,Lake,SK-U Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass-28c,Spawning Lake,,,,,SkeenaNass-28c,,,Spawning,,,Upper Skeena,,,Skeena,Skeena,3,Lake,SK-U Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
Sockeye,Sk,SkeenaNass_29,Kluantantan,,,,,SkeenaNass-29,,,Kluant,,,Upper Skeena,,,Skeena,Skeena,NA,Lake,SK-U Skeena LT,SK-Skeena,Rel_Idx,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,1950,1950
